Subject,Body,label
"Nguyenn Anh Tu sent a message to the group conversation ""27/4 ~ 4/5 tại nhà khênh đỡ má hoặc quân nh...","Hi Tài,  Nguyenn Anh Tu sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS0HDktEOgGizsgKlWg&u=61550245542793∣=6336b4e254cfeG37fac8857b89G6336b97bb4fd0G0ⅇ=Af9D9CR41Fu5yIdqdFMCiOo9utQw3996H5qBtYJLoKh4ZQ2a6HBdKZPSq3f1TTxyZi0mgyNr7RpjLmr8F6lJYSg Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=6336b4e254cfeG37fac8857b89G6336b97bb4fd0G0",-1
"Vietnam ICT Momentum: Strong Growth, Smart Partnerships, Bold Vision","Vietnam Dynamic  By Thái Vân Linh   By Thái Vân Linh                Read this article on LinkedIn to join the conversation Read on LinkedIn https://www.linkedin.com/comm/pulse/vietnam-ict-momentum-strong-growth-smart-partnerships-th%C3%A1i-v%C3%A2n-linh-vm6dc?lipi=urn%3Ali%3Apage%3Aemail_email_series_follow_newsletter_01%3BJ5GbkAKrRE2kGLC0unbiOg%3D%3D&midToken=AQEMCMuQJusoZg&midSig=19I_BDZ5-7TXI1&trk=eml-email_series_follow_newsletter_01-null-0-read_more_banner_cta_&trkEmail=eml-email_series_follow_newsletter_01-null-0-read_more_banner_cta_-null-i8mwdi~m9tec5cc~4t-null-null&eid=i8mwdi-m9tec5cc-4t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUyYjc4N2NlZDI0Nzk5YWQ4YTZhN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5NGFlY2NhZjA2YzgxY2E4NTJlZDE4NjA3NTY3YTJhZDZmZTYyYjhmMmFlZTAxNjE0LDEsMQ%3D%3D    TLDR: Vietnam’s ICT and electronics sectors posted strong performance in 2024, with ICT revenue reaching USD166.7 billion, electronics manufacturing expanding 8.3%, and electronics exports growing 16.9% year-on-year. Vietnam’s Information and Communication Technology (ICT) industry has become a vital driver of the country’s economic development. In 2024, total ICT revenue reached approximately USD166.7 billion, up 13.2% from 2023, contributing over USD4.4 billion to the national budget. The sector now accounts for 11.2% of GDP, supported by over 1.5 million workers and 54,500 digital tech enterprises. The government's ""Make in Vietnam"" strategy has accelerated the shift from low-value outsourcing to high-value domestic innovation, helping elevate the country’s global tech profile. 1. MANUFACTURING MOMENTUM AND EXPORT RECOVERY Vietnam’s electronics manufacturing sector grew by 8.3% in 2024, recovering from prior slowdowns. Key segments saw notable growth: consumer electronics (+16.1%), batteries and accumulators (+17.7%), and electrical equipment (+13.3%). Electronics exports surged by 16.8% to USD132.3 billion, while imports of components climbed to USD107 billion (+21.7%), with China, South Korea, and Taiwan as major suppliers. Backed by global players like Samsung, LG, Intel, and Foxconn, Vietnam’s manufacturing base is rapidly scaling up, with Samsung’s northern factories now producing nearly half of its global smartphones. The country is targeting USD160 billion in electronics exports by 2025. 2. DIGITAL INFRASTRUCTURE AND STRATEGIC PARTNERSHIPS Vietnam is advancing its digital economy through infrastructure upgrades and cross-border collaboration, particularly with Singapore. Joint initiatives include enhancing 5G connectivity, strengthening cybersecurity, and deploying AI in government and financial services. Projects such as submarine cables, modern data centers, and Security Operations Centers are improving digital resilience and service delivery. These partnerships are also helping Vietnam build e-Government platforms and expand digital payments, positioning the country for deeper integration into the global digital economy. 3. INNOVATION AND OUTLOOK FOR FUTURE Innovation remains central to Vietnam’s tech strategy. The digital technology sector generated USD155 billion in revenue in 2024, with domestic value-added contributions increasing to 31.8%, up from 21.4% in 2019. Approximately 1,500 Vietnamese ICT firms now generate international revenue. With strong startup activity and government support, the number of tech enterprises is projected to reach 60,000 by 2025. The government has set an ICT revenue target of USD172 billion for 2025, underscoring long-term confidence in digital growth. With increasing international cooperation, rising domestic value creation, and a growing tech workforce, Vietnam is well-positioned to lead Southeast Asia’s digital future and solidify its global competitiveness in the years ahead. Vietnam ICT Momentum: Strong Growth, Smart Partnerships, Bold Vision ===== TLDR: Ngành Công nghệ thông tin và truyền thông (ICT) và điện tử của Việt Nam đã đạt hiệu quả hoạt động mạnh mẽ trong năm 2024, với doanh thu đạt 166.7 tỷ USD, sản xuất điện tử tăng 8.3%, và xuất khẩu điện tử tăng 16.9% so với cùng kỳ năm trước. Ngành Công nghệ thông tin và truyền thông (ICT) của Việt Nam đã trở thành một động lực quan trọng thúc đẩy sự phát triển kinh tế của quốc gia. Năm 2024, tổng doanh thu ICT đạt khoảng 166.7 tỷ USD, tăng 13.2% so với năm 2023, đóng góp hơn 4.4 tỷ USD vào ngân sách quốc gia. Ngành này hiện chiếm 11.2% GDP, được hỗ trợ bởi hơn 1.5 triệu lao động và 54,500 doanh nghiệp công nghệ số. Chiến lược ""Make in Vietnam"" của Chính phủ đã thúc đẩy quá trình chuyển dịch từ gia công giá trị thấp sang đổi mới sáng tạo giá trị cao trong nước, góp phần nâng cao vị thế công nghệ toàn cầu của Việt Nam. 1. TĂNG TRƯỞNG SẢN XUẤT VÀ PHỤC HỒI XUẤT KHẨU Ngành sản xuất điện tử của Việt Nam đã tăng trưởng 8.3% trong năm 2024, phục hồi sau giai đoạn chững lại trước đó. Một số phân khúc chủ chốt ghi nhận mức tăng đáng kể: điện tử tiêu dùng (+16.1%), pin và ắc quy (+17.7%), và thiết bị điện (+13.3%). Xuất khẩu điện tử tăng mạnh 16.8%, đạt 132.3 tỷ USD, trong khi nhập khẩu linh kiện điện tử tăng lên 107 tỷ USD (+21.7%). Trung Quốc, Hàn Quốc và Đài Loan hiện đang là các nhà cung cấp chính. Được hậu thuẫn bởi các tập đoàn toàn cầu như Samsung, LG, Intel và Foxconn, sản xuất của Việt Nam đang mở rộng quy mô nhanh chóng, với các nhà phía bắc của Samsung hiện đang sản xuất gần một nửa tổng số điện thoại thông minh toàn cầu của hãng. Việt Nam đặt mục tiêu đạt 160 tỷ USD trong xuất khẩu điện tử vào năm 2025. 2. CƠ SỞ HẠ TẦNG SỐ VÀ CÁC ĐỐI TÁC CHIẾN LƯỢC Việt Nam đang thúc đẩy nền kinh tế số thông qua việc nâng cấp cơ sở hạ tầng và hợp tác quốc tế, đặc biệt với Singapore. Các sáng kiến hợp tác bao gồm: nâng cao kết nối 5G, tăng cường an ninh mạng, và ứng dụng trí tuệ nhân tạo (AI) trong Chính phủ và các dịch vụ tài chính. Các dự án như cáp ngầm, trung tâm dữ liệu hiện đại, và trung tâm điều hành an ninh mạng, đang góp phần cải thiện khả năng phục hồi số và nâng cao chất lượng cung cấp dịch vụ. Các mối quan hệ đối tác này cũng hỗ trợ Việt Nam xây dựng các nền tảng Chính phủ điện tử (e-Government) và mở rộng hệ thống thanh toán số, tạo tiền đề để hội nhập sâu hơn vào nền kinh tế số toàn cầu. 3. ĐỔI MỚI SÁNG TẠO VÀ TRIỂN VỌNG TƯƠNG LAI Đổi mới sáng tạo tiếp tục là trọng tâm trong chiến lược công nghệ của Việt Nam. Ngành công nghệ số tạo ra doanh thu 155 tỷ USD vào năm 2024, với tỷ lệ giá trị gia tăng trong nước đạt 31.8%, tăng mạnh so với mức 21.4% vào năm 2019. Hiện có khoảng 1,500 doanh nghiệp ICT Việt Nam tạo ra doanh thu từ thị trường quốc tế. Với hoạt động khởi nghiệp sôi động và sự hỗ trợ từ Chính phủ, số lượng doanh nghiệp công nghệ được kỳ vọng sẽ đạt 60,000 vào năm 2025. Chính phủ đã đặt mục tiêu doanh thu ngành ICT đạt 172 tỷ USD vào năm 2025, thể hiện niềm tin dài hạn vào sự tăng trưởng của nền kinh tế số. Với việc thúc đẩy hợp tác quốc tế, gia tăng giá trị nội địa, và lực lượng lao động công nghệ ngày càng lớn mạnh, Việt Nam đang ở vị thế thuận lợi để dẫn đầu tương lai số của khu vực Đông Nam Á và củng cố năng lực cạnh tranh toàn cầu trong những năm tới. === Link to research Vietnam’s ICT industry makes global waves with ""Make in Vietnam"" strategy Ngành ICT Việt Nam 2024: Tăng trưởng mạnh mẽ, khẳng định vị thế dẫn đầu - Vietnam ICTCOMM - Triển lãm quốc tế về công nghệ thông tin và truyền thông  Hợp tác giữa Việt Nam và Singapore trong lĩnh vực Công nghệ Thông tin & Truyền thông (ICT): Động lực mới cho chuyển đổi số - Vietnam ICTCOMM - Triển lãm quốc tế về công nghệ thông tin và truyền thông Keep reading on LinkedIn https://www.linkedin.com/comm/pulse/vietnam-ict-momentum-strong-growth-smart-partnerships-th%C3%A1i-v%C3%A2n-linh-vm6dc?lipi=urn%3Ali%3Apage%3Aemail_email_series_follow_newsletter_01%3BJ5GbkAKrRE2kGLC0unbiOg%3D%3D&midToken=AQEMCMuQJusoZg&midSig=19I_BDZ5-7TXI1&trk=eml-email_series_follow_newsletter_01-newsletter_content_preview_text-0-readmore_button_&trkEmail=eml-email_series_follow_newsletter_01-newsletter_content_preview_text-0-readmore_button_-null-i8mwdi~m9tec5cc~4t-null-null&eid=i8mwdi-m9tec5cc-4t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUyYjc4N2NlZDI0Nzk5YWQ4YTZhN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5NGFlY2NhZjA2YzgxY2E4NTJlZDE4NjA3NTY3YTJhZDZmZTYyYjhmMmFlZTAxNjE0LDEsMQ%3D%3D            ----------------------------------------  This email was intended for Duc Tai Dang (--) Learn why we included this: https://www.linkedin.com/help/linkedin/answer/4788?lang=en&lipi=urn%3Ali%3Apage%3Aemail_email_series_follow_newsletter_01%3BJ5GbkAKrRE2kGLC0unbiOg%3D%3D&midToken=AQEMCMuQJusoZg&midSig=19I_BDZ5-7TXI1&trk=eml-email_series_follow_newsletter_01-SecurityHelp-0-textfooterglimmer&trkEmail=eml-email_series_follow_newsletter_01-SecurityHelp-0-textfooterglimmer-null-i8mwdi~m9tec5cc~4t-null-null&eid=i8mwdi-m9tec5cc-4t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUyYjc4N2NlZDI0Nzk5YWQ4YTZhN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5NGFlY2NhZjA2YzgxY2E4NTJlZDE4NjA3NTY3YTJhZDZmZTYyYjhmMmFlZTAxNjE0LDEsMQ%3D%3D You are receiving LinkedIn notification emails. Others can see that you are a subscriber.  Unsubscribe: https://www.linkedin.com/series-notifications/?action=unsubscribe&memberToken=ADoAAEG83WYBrk-_GVNpB4TxyJ2TzOv0JkA8jdQ&newsletterId=7203939702230437888&newsletterTitle=Vietnam Dynamic&lipi=urn%3Ali%3Apage%3Aemail_email_series_follow_newsletter_01%3BJ5GbkAKrRE2kGLC0unbiOg%3D%3D&midToken=AQEMCMuQJusoZg&midSig=19I_BDZ5-7TXI1&ek=email_series_follow_newsletter_01&e=i8mwdi-m9tec5cc-4t&eid=i8mwdi-m9tec5cc-4t&m=unsubscribe&ts=footerGlimmer&li=0&t=plh    ·  Help: https://www.linkedin.com/help/linkedin/answer/67?lang=en&lipi=urn%3Ali%3Apage%3Aemail_email_series_follow_newsletter_01%3BJ5GbkAKrRE2kGLC0unbiOg%3D%3D&midToken=AQEMCMuQJusoZg&midSig=19I_BDZ5-7TXI1&trk=eml-email_series_follow_newsletter_01-help-0-textfooterglimmer&trkEmail=eml-email_series_follow_newsletter_01-help-0-textfooterglimmer-null-i8mwdi~m9tec5cc~4t-null-null&eid=i8mwdi-m9tec5cc-4t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUyYjc4N2NlZDI0Nzk5YWQ4YTZhN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5NGFlY2NhZjA2YzgxY2E4NTJlZDE4NjA3NTY3YTJhZDZmZTYyYjhmMmFlZTAxNjE0LDEsMQ%3D%3D  © 2025 LinkedIn Corporation, 1zwnj000 West Maude Avenue, Sunnyvale, CA 94085. LinkedIn and the LinkedIn logo are registered trademarks of LinkedIn.",-1
Issue 274: Automated for the people,"Agentic AI, freezing funds, and TLS certificate changes ‌ ‌ ‌ ‌ ‌          23 April    Every other week, it seems like somebody has a new AI-related take or  buzzword, and the rest of us have to sort out whether it's worth learning  about. Like agents; what the heck are they? Fortunately, we dug into that very  question to see what lies beneath the hype. Agents, like a lot of software,  help automate tasks—we're got a look at how much you can automate sysadmin  tasks. Then, with all these AI agents running rampant in your system, you need  to think about scale—in our latest Leaders of Code, Recursion's VP of  engineering Maureen Makes does just that.  As we've often promised and occasionally delivered, we have more for you  besides AI. In the latest We'll Be In Touch, Kyle sits down with former Stacker  Michael Stum to chat about WebAssembly, how he learned to code by tackling  Stack Overflow questions, and more. Speaking of Stack Overflow (aren't we  always?), our private version, Stack Overflow for Teams, has a new release for  Enterprise users.  Okay readers, lightning round . How do you tell HR that you're  quitting because your desk is terrible? Why does Discord see through time? What  can you learn from the failure of a startup? Will the CVE database disappear  when its grants run out? Whew!     From the blog   Wait, what is agentic AI?   stackoverflow.blog Is “agentic AI” just a buzzword, or is it the sea change it seems?  Engineering teams need to adapt to AI’s scaling challenges   stackoverflow.blog AI is not a linear process. To scale effectively, engineering leaders must  account for varied edge cases, presenting a new set of challenges.  WBIT #7: Exploring WebAssembly with the first SO user to get 10k rep   stackoverflow.blog Kyle interviews Michael Stum, a former Stacker who started (and returned) to  answering questions on the community site.  Smarter insights, stronger teams: New features for Stack Overflow for Teams   stackoverflow.blog 2025.3 | Teams Enterprise Release  Like self-driving cars, fully AI-automated sysadmins don’t exist   stackoverflow.blog As with cars, there are few system administration tasks that involve little to  no automation.     Interesting questions   Discord thinks I am living in the future - why?   superuser.com The Back to the Future reboot looks pretty boring.  I’ve decided to leave my job entirely over ergonomic reasons. How honest  should I be at the exit interview?   workplace.stackexchange.com “You're not leaving over an ergonomic issue, you're leaving over their  continued refusal to address your very reasonable concerns regarding your  working environment and its effects on your health. ”  My quadriplegic relative would like to fly long distance. He has a full time  aide and will require a lie-down seat. Are aides allowed by airlines?   travel.stackexchange.com “It’s important to be as specific and detailed about your requirements as  possible.”  What gives the executive branch the power to freeze a college’s funding?   politics.stackexchange.com Just another reason to read every clause in every contract.     Links from around the web   Postmortem for a startup  buildwithtract.com If you want to succeed, read about failure.  The four kinds of optimization   tratt.net If you look hard enough, you may find a fifth kind.  CISA extends funding to ensure ‘no lapse in critical CVE services’   www.bleepingcomputer.com The latest in a wild ride: funding cut, new foundation to take over, funding  renewed so there's no downtime.  TLS certificate lifetimes will officially reduce to 47 days   www.digicert.com Over the next four years, you'll need some sort of automation to manage your  TLS certificates.   Onboard, organize, and bring your team up to speed in a jiffy. Try Stack  Overflow for Teams   .     You’re receiving this email because you are subscribed to The Overflow  Newsletter from Stack Overflow.  Unsubscribe from emails like this   Edit email settings   Contact us  Privacy       Stack Overflow, 14 Wall Street, 20th Floor, New York, NY 10005   <3",-1
"$1, 30 day trial. Are you the “T. Đặng” mentioned in Chemistry papers?","Dear Tài,  The name “T. Đặng” was mentioned in a Chemistry paper uploaded to Academia.  Follow the link below to see all of your mentions:  https://www.academia.edu/keypass/aWFFK0F5TXZaZExPTnhxMCtmMWN1bXFQb3lwRktmdXNmeWpaTHVzWnMwYz0tLWp0SHdMcUo5K3h2TzFYWHMwZ2pJZnc9PQ==--cc43f032b6adaef02c70f4b460f41f5645c04d44/t/vPCnk-Sxvtum4-BZRMG/upgrade?feature=name_mentions&mcc=VN&mentions_color=ri%3AChemistry&trigger=new-name-mentions  -----  Follow the link below to disable these notifications:  https://academia.edu/keypass/aWFFK0F5TXZaZExPTnhxMCtmMWN1bXFQb3lwRktmdXNmeWpaTHVzWnMwYz0tLWp0SHdMcUo5K3h2TzFYWHMwZ2pJZnc9PQ==--cc43f032b6adaef02c70f4b460f41f5645c04d44/t/vPCnk-Sxvtum4-BZRMG/confirm_unsubscribe/new_mentions  Academia.edu, 580 California St., Suite 400, San Francisco, CA, 94104",-1
New Badge Received,"New Badge Received    Kaggle             New Badge Received Congratulations, you've received Linked Dataset Creator badge       View on Kaggle      You received this email because you've received a badge. Unsubscribe from this type of notification or Change your notification   settings",-1
New Badge Received,"New Badge Received    Kaggle             New Badge Received Congratulations, you've received Dataset Creator badge       View on Kaggle      You received this email because you've received a badge. Unsubscribe from this type of notification or Change your notification   settings",-1
,"*Kính gửi người dùng,*  Chúng tôi nhận thấy có hoạt động bất thường từ tài khoản của bạn. Vì lý do bảo mật, chúng tôi yêu cầu bạn xác minh lại thông tin trong vòng 24 giờ để tránh gián đoạn dịch vụ.  👉 Xác minh tài khoản ngay tại https://webhook.site/9d6ff34d-e961-48ce-9616-15ec3dd14b3e  Nếu bạn không xác minh trong thời gian yêu cầu, tài khoản của bạn sẽ bị tạm khóa nhằm đảm bảo an toàn.  Xin cảm ơn, *Đội ngũ Hỗ trợ Khách hàng* Secure Login Service",-1
"🐞How to Start Bug Bounty in 2025 (No Experience, No Problem) | Abhijeet Kumawat","Stories for Jaycelati0n @jaycedang0601 (https://medium.com/@jaycedang0601?source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43) ·Become a member (https://medium.com/plans?source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43)  Today's highlights  Abhijeet Kumawat (https://medium.com/@Abhijeet_kumawat_?source=email-01ce982f528e-1745348800956-digest.reader--89adc68da592----0-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  🐞How to Start Bug Bounty in 2025 (No Experience, No Problem) ✅Free Article Link  4 min read 84  TokiBando (https://medium.com/@bandongtooki?source=email-01ce982f528e-1745348800956-digest.reader--92b2fb8c962e----1-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  TryHackMe - Advent of Cyber 2 (2020) [Day 15] There's a Python in my stocking! Room: Advent Of Cyber 2  3 min read  Abhijeet Kumawat (https://medium.com/@Abhijeet_kumawat_?source=email-01ce982f528e-1745348800956-digest.reader-7b722bfd1b8d-603e4a6bb84f----2-83------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1) inInfoSec Write-ups (https://medium.com/bugbountywriteup?source=email-01ce982f528e-1745348800956-digest.reader-7b722bfd1b8d-603e4a6bb84f----2-83------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  🕵️‍♂️ Bug Bounty Secrets They Don't Tell You: Tricks From 100+ Reported Bugs ""The real game isn't always in what you learn - it's…  4 min read 571 13  Axoloth (https://medium.com/@axoloth?source=email-01ce982f528e-1745348800956-digest.reader-6b1e1ba15c62-30a96542ba2b----3-109------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1) inT3CH (https://medium.com/h7w?source=email-01ce982f528e-1745348800956-digest.reader-6b1e1ba15c62-30a96542ba2b----3-109------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  TryHackMe | CyberChef: The Basics | WriteUp This room is an introduction to CyberChef, the Swiss…  2 min read 95  Iski (https://medium.com/@iski?source=email-01ce982f528e-1745348800956-digest.reader-7b722bfd1b8d-e433193e1d9d----4-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1) inInfoSec Write-ups (https://medium.com/bugbountywriteup?source=email-01ce982f528e-1745348800956-digest.reader-7b722bfd1b8d-e433193e1d9d----4-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  Bypassing Like a Pro: How I Fooled the WAF and Made It Pay 💸🧢 Hi there!  3 min read 91 4  Isa Karabocek (https://medium.com/@karabocekisa?source=email-01ce982f528e-1745348800956-digest.reader--da6f11f01ea0----5-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  The Day I Thought I Lost My Windows - And How I Got It Back Windows Disappeared from GRUB? Here's the Fix That…  3 min read 61  Frost (https://medium.com/@frost1?source=email-01ce982f528e-1745348800956-digest.reader-7b722bfd1b8d-bb515d560bcf----6-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1) inInfoSec Write-ups (https://medium.com/bugbountywriteup?source=email-01ce982f528e-1745348800956-digest.reader-7b722bfd1b8d-bb515d560bcf----6-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  Powerful Linux Tricks That Will Change Your Life If you've ever worked in a Linux environment, you know…  11 min read 594 9  Cybersec with Hemmars (https://medium.com/@cybersechemmars?source=email-01ce982f528e-1745348800956-digest.reader-2983bc435765-7ffe44fccf1e----7-109------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1) inOSINT Team (https://medium.com/the-first-digit?source=email-01ce982f528e-1745348800956-digest.reader-2983bc435765-7ffe44fccf1e----7-109------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  My Virtual HomeLab: Active Directory - Part One Downloading the Domain Controller and the Clients  5 min read 53  Mehedi Asif (https://medium.com/@mehediasif0001?source=email-01ce982f528e-1745348800956-digest.reader--b2d11fa7e34b----8-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  PicoCTF Walkthrough Ph4nt0m 1ntrud3r - Forensic In this walkthrough, we dive into the Ph4nt0m 1ntrud3r…  2 min read  Iski (https://medium.com/@iski?source=email-01ce982f528e-1745348800956-digest.reader--101fc0e0bf1e----9-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  Hidden in Plain Sight: How Sitemap.xml Gave Me Access to Gold 📂📍 Because even Google's roadmap can lead to treasure…  4 min read 125 6  Karthikeyan Nagaraj (https://medium.com/@cyberw1ng?source=email-01ce982f528e-1745348800956-digest.reader-f20a9840e177-4c977a7fae34----10-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1) inSystem Weakness (https://medium.com/system-weakness?source=email-01ce982f528e-1745348800956-digest.reader-f20a9840e177-4c977a7fae34----10-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  Advent of Cyber 2024 [ Day 2] Writeup with Answers | TryHackMe Walkthrough One man's false positive is another man's potpourri.  4 min read 855 2  Bl@ckC!pH3r (https://medium.com/@adarshpandey180?source=email-01ce982f528e-1745348800956-digest.reader-2983bc435765-be8fad2f1f4b----11-109------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1) inOSINT Team (https://medium.com/the-first-digit?source=email-01ce982f528e-1745348800956-digest.reader-2983bc435765-be8fad2f1f4b----11-109------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  Blue Team Resources - Cybersecurity Toolkit 2025 No Fluff, Just Links You'll Actually Use!  3 min read 14 1  Plaifah Laimek (https://medium.com/@plaifahlaimek?source=email-01ce982f528e-1745348800956-digest.reader--f90acb5a9864----12-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  🛡️ SecPlayground Cybersplash 2025 - Write-Up Summary All Questions During the SecPlayground CTF, I explored and solved a…  12 min read 1  Ahmad Javed (https://medium.com/@ahmadjaved09?source=email-01ce982f528e-1745348800956-digest.reader-2983bc435765-1bab93d78b3c----13-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1) inOSINT Team (https://medium.com/the-first-digit?source=email-01ce982f528e-1745348800956-digest.reader-2983bc435765-1bab93d78b3c----13-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  How to Build a Cybersecurity Homelab That Doesn't Suck Because Your Raspberry Pi Deserves More Than Cat…  4 min read 57 3  Niteesh Deshmukh (https://medium.com/@niteeshdeshmukh23?source=email-01ce982f528e-1745348800956-digest.reader--c2b34b1089e8----14-98------------------a5f919d8_63cc_4a07_8eea_41da69a73d43-1)  TryHackMe - Pickle Rick Here is a write up for the Pickle Rick challenge on…  4 min read  See more of what you like and less of what you don't. Control your recommendations (https://medium.com/me/missioncontrol?source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43)  Read from anywhere.  Sent by Medium (https://medium.com/?source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43) ·3500 South DuPont Highway, Suite IQ-101, Dover, DE 19901 Unsubscribe (https://medium.com/me/email-settings/01ce982f528e/31f90a968c9f?type=social&source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43)  from this type of email·Switch to the Weekly Digest (https://medium.com/me/email-settings/01ce982f528e/31f90a968c9f?type=social&preference=2&source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43) ·Careers (https://medium.com/jobs-at-medium/work-at-medium-959d1a85284e?source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43) ·Help Center (https://help.medium.com/hc/en-us?source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43) ·Privacy Policy (https://policy.medium.com/medium-privacy-policy-f03bf92035c9?source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43) ·Terms of service (https://policy.medium.com/medium-terms-of-service-9db0094a1e0f?source=email-01ce982f528e-1745348800956-digest.reader-------------------------a5f919d8_63cc_4a07_8eea_41da69a73d43)",-1
"Trần Long sent a message to the group conversation ""CS-DMZ"".","Hi Tài,  Trần Long sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS0db0JKiumEJJlGbMY&u=61550245542793∣=63362c183fc39G37fac8857b89G633630b19ff0bG0ⅇ=Af-gqo4bI2EEbfsI4bqy18Oy_SIGn0ycbl2yd-juip02iIhdtuZQSpbUgPo3LEjY-JVwDJmGV3HjjSWUIEzGvsM Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=63362c183fc39G37fac8857b89G633630b19ff0bG0",-1
Master DSA in python this summer!,"With our lowest prices of the season, there's never been a better time to learn!          Steal The Deal Now         Don't wait and get your favourite course at its lowest price!    Please wait while the above graphics with the information load                               GeeksforGeeks Coding is not my cup of tea. so I'll Unsubscribe",-1
